country,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU
2021-05,3.5,-8.6,-1.2,-16.1,30.8,12.0,15.8,9.1,13.8,11.2,0.5,-0.4,-1.6,-3.4,-9.5,4.8,4.9,13.8,-12.8,0.4,3.3,4.2,5.4,10.0,-4.1,,,
2021-06,3.4,-10.6,-3.5,-17.7,36.4,10.4,15.8,8.4,13.0,8.8,1.0,-0.3,-1.1,-2.0,-10.2,7.3,3.2,19.9,-10.3,3.3,7.1,10.6,7.4,6.5,-2.8,,,
2021-07,4.4,-9.7,-2.7,-16.7,38.4,10.5,16.3,8.8,5.0,7.3,0.3,-0.4,1.5,-3.3,-9.4,5.0,4.8,22.9,-7.7,6.9,8.8,9.8,9.7,5.6,-0.4,,,
2021-08,2.4,-8.2,-0.3,-16.1,38.0,9.9,13.5,8.2,12.6,10.2,-1.1,0.1,0.9,-2.4,-8.9,6.7,6.8,23.9,-5.9,8.5,7.9,7.0,8.1,4.0,1.6,,,
2021-09,0.5,-9.5,-1.1,-17.8,37.4,14.6,12.6,8.8,15.0,10.1,0.8,-0.9,1.8,-2.7,-8.8,3.4,3.5,31.3,-9.7,9.1,6.6,5.1,5.5,1.4,0.5,,,
2021-10,2.1,-8.4,-0.6,-16.2,49.4,6.6,8.6,5.6,19.2,6.2,-1.4,-1.9,-1.5,-4.1,-10.3,0.4,-2.2,36.2,-11.3,10.1,5.8,1.4,6.0,0.7,-0.6,,,
2021-11,-0.7,-9.0,-0.4,-17.6,42.2,6.3,8.5,4.6,11.9,7.6,1.0,-0.5,1.2,-2.1,-9.3,5.5,-0.2,36.6,-9.8,4.6,4.4,5.2,3.5,4.0,-2.9,,,
2021-12,2.3,-6.7,2.6,-16.0,42.5,8.4,4.0,4.5,7.0,5.8,-1.3,0.3,2.8,-3.1,-9.0,6.6,1.1,34.8,-8.1,8.4,7.6,7.2,7.4,-0.9,0.3,,,
2022-01,0.3,-8.2,0.0,-16.5,48.6,4.1,12.4,5.9,12.1,6.9,-1.2,-0.5,4.7,-1.7,-8.8,5.5,7.4,37.0,-10.2,9.0,9.3,9.7,9.2,-1.5,-2.3,,,
2022-02,1.3,-8.0,-0.4,-15.7,51.6,-6.0,14.1,3.4,10.8,2.6,-2.1,-0.3,3.6,-2.3,-7.7,4.4,10.1,39.9,-9.3,7.2,7.7,7.0,8.8,2.3,-0.5,,,
2022-03,-2.4,-8.9,-1.1,-16.7,58.6,-7.3,9.6,1.8,6.7,8.7,-3.3,-1.1,0.1,-4.2,-8.1,0.6,7.7,48.4,-9.6,6.9,7.8,5.3,11.4,3.0,2.2,,,
2022-04,1.0,-8.8,-1.2,-16.4,59.4,4.1,2.3,2.5,10.8,6.3,-1.2,0.5,1.7,-2.7,-5.7,4.6,5.7,43.0,-8.2,8.2,9.0,10.7,8.2,5.3,-0.8,,,
2022-05,-2.0,-10.6,-3.0,-18.2,60.8,9.8,8.8,6.8,15.1,10.8,-1.7,0.2,2.4,-2.8,-6.9,4.6,6.8,43.6,-7.3,8.9,7.0,2.4,9.6,5.4,3.4,,,
2022-06,-0.4,-10.1,-3.4,-16.7,57.1,6.6,19.0,9.0,19.8,9.6,-1.3,-0.2,2.5,-2.7,-8.4,5.2,5.8,41.7,-11.0,7.0,6.3,1.7,10.2,3.8,2.4,,,
2022-07,-2.7,-10.5,-3.3,-17.7,52.5,10.5,17.0,9.9,18.1,11.5,-2.3,-0.6,-0.4,-3.2,-8.3,3.3,6.2,38.3,-8.8,6.9,6.8,3.9,9.5,0.8,0.5,,,
2022-08,-2.5,-10.7,-3.2,-18.3,44.5,5.6,18.2,8.4,14.1,8.1,-1.5,-1.2,0.2,-2.7,-10.9,4.7,3.6,37.4,-9.0,6.5,5.4,2.8,7.0,-0.9,0.8,,,
2022-09,-1.0,-8.8,-1.0,-16.5,42.1,-2.2,14.9,5.0,13.0,3.7,-2.2,-1.1,0.3,-4.7,-10.3,2.3,2.4,38.0,-11.1,7.6,5.8,4.6,5.4,1.5,-2.2,,,
2022-10,-1.9,-9.6,-1.3,-17.9,45.3,-0.6,16.8,5.9,11.2,10.6,-1.5,0.1,3.2,-3.6,-8.6,5.4,2.9,39.0,-10.2,5.7,5.6,7.2,4.0,4.2,0.6,,,
2022-11,0.8,-7.2,0.8,-15.1,38.1,27.2,14.1,14.0,16.5,13.0,-0.6,-0.1,1.0,-3.9,-9.9,5.6,4.9,36.5,-11.9,7.8,9.8,11.6,10.0,0.8,-0.3,,,
2022-12,-1.3,-8.6,-1.0,-16.2,36.0,7.2,24.3,10.4,3.7,5.6,0.2,-0.6,1.5,-2.5,-9.6,5.4,3.0,33.6,-11.9,8.2,7.0,4.1,8.6,-2.4,0.0,,,
2023-01,0.7,-8.4,-0.2,-16.6,38.6,3.4,23.1,8.6,14.6,4.0,0.6,-0.9,1.0,-2.8,-9.6,4.0,3.9,30.4,-11.4,4.9,4.0,4.5,2.7,-1.4,1.0,,,
2023-02,0.2,-8.7,-1.0,-16.5,38.4,1.4,10.3,4.1,3.4,14.5,-0.5,-1.1,0.1,-3.2,-10.1,3.6,2.1,25.1,-13.4,8.2,7.4,6.1,7.9,0.8,-2.5,,,
2023-03,2.1,-7.7,-0.1,-15.3,41.5,5.6,15.1,6.8,10.9,5.8,0.4,0.4,-0.5,-2.3,-8.0,6.8,5.7,20.6,-10.3,3.8,6.0,8.2,6.1,2.1,-4.3,,,
2023-04,0.7,-7.9,-0.2,-15.5,38.8,-1.2,9.9,2.9,13.1,10.0,0.2,-0.5,0.7,-3.2,-8.7,4.0,7.4,20.8,-11.4,4.0,5.1,3.9,7.5,2.4,-2.6,,,
2023-05,3.0,-5.9,1.7,-13.5,33.9,6.7,15.2,7.0,12.1,8.4,0.8,-2.2,-0.2,-2.6,-10.5,1.3,3.9,17.1,-11.2,6.0,4.5,2.7,4.9,2.8,-0.3,,,
2023-06,1.9,-6.3,1.7,-14.3,26.2,5.0,9.8,4.9,11.7,9.8,0.0,-1.3,-0.2,-4.3,-10.2,1.9,0.0,15.9,-12.4,5.9,4.5,2.6,5.0,2.5,0.2,,,
2023-07,3.2,-5.8,1.9,-13.5,23.8,3.4,8.9,3.8,16.3,9.2,0.8,-1.4,0.4,-2.5,-10.0,3.2,4.0,13.9,-11.2,8.2,5.6,1.9,6.6,4.1,2.3,,,
2023-08,2.7,-5.9,1.2,-13.0,27.8,4.0,6.2,3.3,11.5,10.3,0.4,-0.7,0.1,-3.9,-9.6,3.5,-1.1,16.3,-10.6,6.8,4.1,2.0,3.4,2.7,0.9,,,
2023-09,1.5,-6.6,0.2,-13.4,26.9,12.3,7.2,6.4,10.8,12.7,0.3,-0.4,-0.7,-3.3,-10.6,6.0,-3.1,15.1,-13.9,4.7,2.2,1.7,0.3,-0.9,-2.4,,,
2023-10,1.3,-6.0,0.4,-12.4,30.9,17.0,3.3,7.3,17.8,10.6,-1.7,-0.2,-1.1,-3.3,-10.7,6.7,3.7,15.1,-14.0,5.3,3.9,4.0,2.6,-0.9,-0.6,,,
2023-11,-0.5,-6.6,-0.2,-13.1,27.5,12.7,12.9,8.5,11.8,6.8,0.0,0.0,-2.4,-3.9,-9.6,5.8,0.8,15.5,-13.8,5.4,4.2,4.6,2.7,-3.0,-3.0,,,
2023-12,-0.7,-6.4,-0.1,-12.7,29.8,12.8,13.5,8.8,15.1,13.1,-0.1,-0.3,-0.1,-3.9,-9.7,4.8,2.5,16.9,-13.7,5.1,5.4,6.1,5.1,-1.0,0.4,,,
2024-01,-2.9,-6.6,-1.3,-11.8,31.6,16.3,16.8,11.1,10.1,9.8,-0.1,-0.5,-0.2,-4.4,-9.9,4.0,1.0,19.0,-11.1,5.0,4.4,5.0,3.4,-3.6,-1.4,,,
